OTU_id;#OTU ID;0;1;2;3;4;5;6;7;8;9
OTU160;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium";0;0;0;0;0;0;0;0;0;0
OTU161;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XI. Incertae Sedis;g__";0;0;2;0;0;1;0;4;4;6
OTU162;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XI. Incertae Sedis;g__Anaerococcus";0;0;0;0;0;0;0;0;0;0
OTU163;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XI. Incertae Sedis;g__Finegoldia";0;0;0;0;0;0;0;0;0;0
OTU164;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XI. Incertae Sedis;g__Helcococcus";0;0;0;0;0;0;0;0;0;0
OTU165;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XI. Incertae Sedis;g__Peptoniphilus";0;0;0;0;0;0;0;0;0;0
OTU166;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis;g__";0;0;0;0;0;0;0;0;0;0
OTU167;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis;g__Eubacterium";8;8;2;0;4;7;2;4;7;15
OTU168;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis;g__Mogibacterium";5;0;1;0;2;4;1;3;1;3
OTU169;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium";6;5;6;1;3;5;1;7;5;4
OTU170;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__";90;69;78;23;74;66;42;56;41;48
OTU171;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia";0;0;0;0;0;0;0;0;0;0
OTU172;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio";0;0;2;0;0;2;1;1;0;0
OTU173;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella";4;5;5;2;0;7;0;3;1;3
OTU174;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium";10;9;2;8;4;0;4;2;6;3
OTU175;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus";0;0;0;0;0;0;0;0;0;0
OTU176;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eubacterium";0;0;0;0;0;0;0;0;0;0
OTU177;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Johnsonella";1;1;0;0;0;1;1;1;0;0
OTU178;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium";0;0;0;0;0;0;0;0;0;0
OTU179;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira";0;0;0;0;0;0;0;0;0;0
OTU180;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella";0;0;0;0;0;2;0;0;0;0
OTU181;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium";110;139;67;36;67;43;23;71;58;42
OTU182;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia";0;0;0;0;0;0;0;0;0;0
OTU183;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus";0;0;0;0;0;0;0;0;0;0
OTU184;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia";0;0;0;0;0;0;0;0;0;0
OTU185;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus";7;3;5;1;1;7;2;5;1;1
OTU186;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Filifactor";0;0;0;0;0;0;0;0;0;0
OTU187;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus";3;2;1;2;7;5;6;2;4;5
OTU188;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__";0;0;0;0;0;0;0;0;0;0
OTU189;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Bacteroides";0;0;0;0;0;0;0;0;0;0
OTU190;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Eubacterium";0;0;0;0;0;0;0;0;0;0
OTU191;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium";0;0;0;0;0;0;0;0;0;0
OTU192;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira";0;0;0;0;0;0;0;0;0;0
OTU193;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus";0;0;0;0;0;0;0;0;0;0
OTU194;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__";1;0;0;0;0;0;1;1;1;2
OTU195;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Anaeroglobus";0;0;0;0;0;0;0;0;0;0
OTU196;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister";1;0;7;0;0;3;1;0;1;2
OTU197;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas";0;0;0;0;0;0;0;0;0;0
OTU198;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium";0;0;0;0;0;0;0;0;0;0
OTU199;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Selenomonas";5;3;3;1;1;2;1;1;1;2
OTU200;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella";1256;655;502;363;1006;850;527;560;1154;559
OTU201;"k__Bacteria;p__Firmicutes;c__Clostridia;o__MBA08;f__;g__";0;0;0;0;0;0;0;0;0;0
OTU202;"k__Bacteria;p__Fusobacteria;c__Fusobacteria (class);o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium";591;500;577;171;637;512;421;393;267;533
OTU203;"k__Bacteria;p__Fusobacteria;c__Fusobacteria (class);o__Fusobacteriales;f__Fusobacteriaceae;g__J2-29";0;0;0;0;0;0;0;0;0;0
OTU204;"k__Bacteria;p__Fusobacteria;c__Fusobacteria (class);o__Fusobacteriales;f__Fusobacteriaceae;g__Leptotrichia";263;151;107;32;95;170;88;49;129;118
OTU205;"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes (class);o__Gemmatimonadales;f__;g__";0;0;0;0;0;0;0;0;0;0
OTU206;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__";0;0;0;0;0;0;0;0;0;0
OTU207;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas";0;0;0;0;0;0;0;0;0;0
OTU208;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter";0;0;0;0;0;0;0;0;0;0
OTU209;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium";0;0;0;0;0;0;0;0;0;0
OTU210;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__";0;0;0;0;0;0;0;0;0;0
OTU211;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__";0;0;0;0;0;0;0;0;0;0
OTU212;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Afipia";0;0;0;0;0;0;0;0;0;0
OTU213;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Balneimonas";0;0;0;0;0;0;0;0;0;0
OTU214;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bosea";0;0;0;0;0;0;0;0;0;0
OTU215;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium";0;0;0;0;0;0;0;0;0;0
OTU216;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Pseudochrobactrum";0;0;0;0;0;0;0;0;0;0
OTU217;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes";0;0;0;0;0;0;0;0;0;0
OTU218;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium";0;0;0;0;0;0;0;0;0;0
OTU219;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__";0;0;0;0;0;0;0;0;0;0
OTU220;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Phyllobacterium";0;0;0;0;0;0;0;0;0;0
OTU221;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__";0;0;0;0;0;0;0;0;0;0
OTU222;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium";0;0;0;0;0;0;0;0;0;0
OTU223;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mycoplana";0;0;0;0;0;0;0;0;0;0
OTU224;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium";0;0;0;0;0;0;0;0;0;0
OTU225;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter";0;0;0;0;0;0;0;0;0;0
OTU226;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__";0;0;0;0;0;0;0;0;0;0
OTU227;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus";0;0;0;0;0;0;0;0;0;0
OTU228;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium";0;0;0;0;0;0;0;1;0;0
OTU229;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava";0;0;0;0;0;0;0;0;0;0
OTU230;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__";0;0;0;0;0;0;0;0;0;0
OTU231;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Asaia";0;0;0;0;0;0;0;0;0;0
OTU232;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconobacter";0;0;0;0;0;0;0;0;0;0
OTU233;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas";0;0;0;0;0;0;0;0;0;0
OTU234;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum";0;0;0;0;0;0;0;0;0;0
OTU235;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Skermanella";0;0;0;0;0;0;0;0;0;0
OTU236;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__;g__";0;0;0;0;0;0;0;0;0;0
OTU237;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythromicrobium";0;0;0;0;0;0;0;0;0;0
OTU238;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__";0;0;0;0;0;0;0;0;0;0
OTU239;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas";0;0;0;0;0;0;0;0;0;0
OTU240;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Kaistobacter";0;0;0;0;0;0;0;0;0;0
OTU241;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium";0;0;0;0;0;0;0;0;0;0
OTU242;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium";0;0;0;0;0;0;0;0;0;0
OTU243;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas";0;0;0;0;0;0;0;0;1;0
OTU244;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__";0;0;0;0;0;0;0;0;0;0
OTU245;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__";0;0;0;0;0;0;0;3;1;0
OTU246;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Aquabacterium";0;0;0;0;0;0;0;0;0;0
OTU247;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Ideonella";0;0;0;0;0;0;0;0;0;0
OTU248;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Methylibium";0;0;0;0;0;0;0;5;0;0
OTU249;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Paucibacter";0;0;0;0;0;0;0;0;0;0
OTU250;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Rubrivivax";0;0;0;0;0;0;0;8;0;0
OTU251;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Tepidimonas";0;0;0;0;0;0;0;0;0;0
OTU252;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__";0;0;0;0;0;0;0;8;0;0
OTU253;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter";0;0;0;0;0;0;0;0;0;0
OTU254;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes";0;0;0;0;0;0;0;0;0;0
OTU255;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Azohydromonas";0;0;0;0;0;0;0;0;0;0
OTU256;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__";0;0;0;0;0;0;0;0;0;0
OTU257;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia";0;0;0;0;0;0;0;0;0;0
OTU258;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus";0;0;0;0;0;0;0;0;0;0
OTU259;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia";0;0;0;0;0;0;0;5;3;1
OTU260;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea";0;0;0;0;0;0;0;0;0;0
OTU261;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia";0;0;0;1;0;0;0;0;0;0
OTU262;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__";0;0;0;0;0;0;0;1;0;1
OTU263;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax";0;0;0;0;0;0;0;0;0;0
OTU264;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Aquamonas";0;0;0;0;0;0;0;0;0;0
OTU265;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Brachymonas";0;0;0;0;0;0;0;0;0;0
OTU266;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas";0;0;0;0;0;0;0;0;0;0
OTU267;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia";0;0;0;0;0;0;0;0;0;0
OTU268;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hylemonella";0;0;0;0;0;0;0;0;0;0
OTU269;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans";0;0;0;0;0;0;0;0;0;0
OTU270;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas";0;0;0;0;0;0;0;0;0;0
OTU271;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter";0;0;0;0;0;0;0;2;0;0
OTU272;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Schlegelella";0;0;0;0;0;0;0;0;0;0
OTU273;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__";0;0;1;0;0;0;0;0;0;0
OTU274;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum";0;0;0;0;0;0;0;0;0;0
OTU275;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium";0;0;0;0;0;0;0;0;0;0
OTU276;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia";0;0;0;0;0;0;0;0;0;0
OTU277;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae;g__";0;0;0;0;0;0;0;0;0;0
OTU278;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae;g__Hydrogenophilus";0;0;0;0;0;0;0;0;0;0
OTU279;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__";0;0;0;0;0;0;0;0;0;0
OTU280;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylophilus";0;0;0;0;0;0;0;0;0;0
OTU281;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera";0;0;0;0;0;0;0;1;0;0
OTU282;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__";0;0;1;3;12;13;15;19;20;23
OTU283;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Bergeriella";0;0;0;0;0;0;2;0;0;0
OTU284;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Conchiformibius";0;0;0;0;0;0;1;0;0;1
OTU285;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella";0;0;0;0;0;0;0;0;0;1
OTU286;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella";0;0;0;0;0;1;1;0;1;1
OTU287;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria";80;78;258;113;499;1599;1554;2076;1500;1654
OTU288;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Stenoxybacter";0;0;0;0;0;0;0;0;0;0
OTU289;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Vogesella";0;0;0;0;0;0;0;3;0;0
OTU290;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__;g__";0;0;0;0;0;0;0;0;0;0
OTU291;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__";0;0;0;0;0;0;0;0;0;0
OTU292;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Methyloversatilis";0;0;0;0;0;0;0;0;0;0
OTU293;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Rhodocyclus";0;0;0;0;0;0;0;0;0;0
OTU294;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Zoogloea";0;0;0;0;0;0;0;0;0;0
OTU295;"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__CTD005-82B-02;f__;g__";0;0;0;0;0;0;0;0;0;0
OTU296;"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfobulbus";0;0;0;0;0;0;0;0;0;0
OTU297;"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila";0;0;0;0;0;0;0;0;0;0
OTU298;"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46;f__;g__";0;0;0;0;0;0;0;0;0;0
OTU299;"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__";0;0;0;0;0;0;0;0;0;0
OTU300;"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__Stigmatella";0;0;0;0;0;0;0;0;0;0
OTU301;"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__";0;0;0;0;0;0;0;0;0;0
OTU302;"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__";0;0;0;0;0;0;0;0;0;0
OTU303;"k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter";36;61;55;12;13;45;19;39;16;33
OTU304;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__";0;0;0;0;0;0;0;0;0;0
OTU305;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas";0;0;0;0;0;0;0;0;0;0
OTU306;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Chromatiaceae;g__Rheinheimera";0;0;0;0;0;0;0;0;0;0
OTU307;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Moritellaceae;g__Moritella";0;0;0;0;0;0;0;0;0;0
OTU308;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Psychromonadaceae;g__Psychromonas";0;0;0;0;0;0;0;0;0;0
OTU309;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium";0;0;0;0;0;0;0;0;0;0
OTU310;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__";0;0;0;0;0;0;0;0;0;0
OTU311;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__";0;0;0;0;0;0;0;0;0;0
OTU312;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter";0;0;0;0;0;0;0;0;0;0
OTU313;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter";0;0;0;0;0;0;0;0;0;0
OTU314;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia";0;0;0;0;0;0;0;0;0;0
OTU315;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia";0;0;0;0;0;0;0;0;0;0
OTU316;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella";0;0;0;0;0;0;0;0;0;0
OTU317;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Leclercia";0;0;0;0;0;0;0;0;0;0
OTU318;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea";0;0;0;0;0;0;0;0;0;0
OTU319;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Raoultella";0;0;0;0;0;0;0;0;0;0
OTU320;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella";0;0;0;0;0;0;0;0;0;0
OTU321;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Sodalis";0;0;0;0;0;0;0;0;0;0
OTU322;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Tatumella";0;0;0;0;0;0;0;0;0;0
OTU323;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Trabulsiella";0;0;0;0;0;0;0;0;0;1
